id,name,cost,mile,gear,seller,address,web,webid,date
646,ขายรถ Mazda 2 1.5 Spirit ปี2012 รถเก๋ง 4 ประตู,"198,000
                                            
","104,000",เกียร์อัตโนมัติ,"

                                                PM Used Cars
                                            
",นนทบุรี,chobrod,"car-mazda-2-1-5-spirit-nonthaburi/ขายรถ-ปี-01-รถเก๋ง-4-ประตู-aid24357842
",2023-10-27
647,MAZDA	2 1.3 S 4ป. Skyactive mnc leather	19จด20	แดง	AT	เบนซิน,"429,000
                                            
","104,000",เกียร์อัตโนมัติ,"

                                                54 Niwat สาขากัลปพฤกษ์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/1-3-s-4-ป-skyactive-mnc-leather-19-จด-0-แดง-at-เบนซิน-aid24357562
",2023-10-27
648,2021 Mazda CX-30 2.0 SP รถเก๋ง 5 ประตู ออกรถ 0 บาท,"788,000
                                            

                                                ฿718,000
                                            

ราคาดาวน์ ฿0

","83,000",เกียร์อัตโนมัติ,"

                                                วุฒิ - วรินทรออโต้
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/2021-รถเก๋ง-5-ประตู-ออกรถ-0-บาท-aid24293702
",2023-10-27
649,MAZDA	3 2.0 TOP 4ป.	11จด12	ขาว	AT	เบนซิน,"329,000
                                            
","83,000",เกียร์อัตโนมัติ,"

                                                54 Niwat สาขากัลปพฤกษ์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-maxx-bangkok/2-0-top-4-ป-11-จด-12-ขาว-at-เบนซิน-aid24357512
",2023-10-27
650,ขายรถมือสอง 2019 Mazda 3 2.0 C Sports รถเก๋ง 5 ประตู  สะดวก ปลอดภัย,"645,000
                                            

ราคาดาวน์ ฿0

","48,705",เกียร์อัตโนมัติ,"

                                                Vasu Anusonsittikul (Ploy)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-c-sports-bangkok/ขายรถมือสอง-2019-รถเก๋ง-5-ประตู-สะดวก-ปลอดภัย-aid24291462
",2023-10-27
651,2017 Mazda 3 2.0 C Sports รถสวยมือเดียว สภาพเยี่ยม,"339,000
                                            
",1,เกียร์อัตโนมัติ,"

                                                คุณเก่ง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-c-sports-bangkok/2017-รถสวยมือเดียว-สภาพเยี่ยม-aid24357292
",2023-10-27
652,2017 Mazda CX-3 2.0 C รถสวยมือเดียว พร้อมใช้งาน,"399,000
                                            
",1,เกียร์อัตโนมัติ,"

                                                คุณเก่ง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-c-bangkok/2017-รถสวยมือเดียว-พร้อมใช้งาน-aid24356272
",2023-10-27
653,2012 Mazda BT-50 PRO 2.2 V รถกระบะ,"279,000
                                            
","140,000",เกียร์อัตโนมัติ,"

                                                Luxury car
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-v-bangkok/2012-รถกระบะ-aid24356732
",2023-10-27
654,2021 Mazda CX-3 2.0 Comfort SUV รถสวย,"718,000
                                            

                                                ฿688,000
                                            
","36,606",เกียร์อัตโนมัติ,"

                                                84 Carcenter
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-comfort-bangkok/2021-suv-รถสวย-aid24323882
",2023-10-27
655,2014 Mazda 3 2.0 S รถเก๋ง 4 ประตู ออกรถฟรี,"399,000
                                            
","190,000",เกียร์อัตโนมัติ,"

                                                Luxury car
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/2014-รถเก๋ง-4-ประตู-ออกรถฟรี-aid24356712
",2023-10-27
656,รถมือสอง 2012 Mazda 2 1.5 Elegance Groove รถเก๋ง 4 ประตู  ราคาถูก,"238,000
                                            
","185,000",เกียร์อัตโนมัติ,"

                                                Sunny Cars
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-groove-bangkok/รถมือสอง-01-รถเก๋ง-4-ประตู-ราคาถูก-aid24218012
",2023-10-27
657,2020 Mazda CX-30 2.0 SP SUV ออกรถง่าย,"855,000
                                            
","39,668",เกียร์อัตโนมัติ,"

                                                AK car เต็นท์ อารี
                                            
",เชียงใหม่,chobrod,"car-mazda-cx-30-2-0-sp-chiangmai/2020-suv-ออกรถง่าย-aid24355472
",2023-10-27
658,2021 Mazda 2 1.3 S LEATHER รถเก๋ง 4 ประตู ดาวน์ 0%,"495,000
                                            
","14,926",เกียร์อัตโนมัติ,"

                                                AK car เต็นท์ อารี
                                            
",เชียงใหม่,chobrod,"car-mazda-2-1-3-s-leather-chiangmai/01-รถเก๋ง-4-ประตู-ดาวน์-0-aid24355492
",2023-10-27
659,ขายรถมือสอง 2016 Mazda 2 1.3 C Sports รถเก๋ง 4 ประตู  สะดวก ปลอดภัย,"275,000
                                            
","115,000",เกียร์อัตโนมัติ,"

                                                Warintorn By Jew
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-c-sports-bangkok/ขายรถมือสอง-016-รถเก๋ง-4-ประตู-สะดวก-ปลอดภัย-aid24355162
",2023-10-27
660,"Mazda 2 1.3 SKYACTIV-G S ผ่อนเริ่มต้น 8,xxx.-/เดือน","499,000
                                            

ราคาดาวน์ ฿0

","4,106",เกียร์อัตโนมัติ,"

                                                Carro Thailand
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-bangkok/kyactiv-g-s-ผ่อนเริ่มต้น-8-xxx-เดือน-aid24333642
",2023-10-27
661,"Mazda2 1.3 Sports High Connect ผ่อนเริ่มต้น 6,xxx.-/เดือน","439,000
                                            

                                                ฿428,000
                                            

ราคาดาวน์ ฿0

","51,562",เกียร์อัตโนมัติ,"

                                                Carro Thailand
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sports-high-connect-bangkok/ผ่อนเริ่มต้น-6-xxx-เดือน-aid24337142
",2023-10-27
662,2020 Mazda CX-3 2.0,"498,000
                                            
","40,000",เกียร์อัตโนมัติ,"

                                                ธัญกมล
                                            
",นนทบุรี,chobrod,"car-mazda-cx-3-2-0-base-nonthaburi/2020-2-0-aid24354972
",2023-10-27
663,2016 Mazda 2 1.3 High Plus รถเก๋ง 4 ประตู,"315,000
                                            
",1,เกียร์อัตโนมัติ,"

                                                V88 - ศูนย์รวมรถยนต์มือสองเกรด A
                                            
",พระนครศรีอยุธยา,chobrod,"car-mazda-2-1-3-high-plus-ayutthaya/016-รถเก๋ง-4-ประตู-aid24354882
",2023-10-27
664,ขาย รถมือสอง 2018 Mazda2 1.3 High รถเก๋ง 4 ประตู,"389,000
                                            
","59,000",เกียร์อัตโนมัติ,"

                                                RACING STATION
                                            
",นนทบุรี,chobrod,"car-mazda-2-1-3-high-nonthaburi/ขาย-รถมือสอง-018-รถเก๋ง-4-ประตู-aid24354612
",2023-10-27
665,2006 Mazda 3 1.6 Spirit Sports รถเก๋ง 5 ประตู ดาวน์ 0%,"179,000
                                            
","250,000",เกียร์อัตโนมัติ,"

                                                Luxury car
                                            
",ปทุมธานี,chobrod,"car-mazda-3-1-6-spirit-sports-pathumthani/2006-รถเก๋ง-5-ประตู-ดาวน์-0-aid24354562
",2023-10-27
666,2017 Mazda 2 1.3 High Connect รถเก๋ง 4 ประตู ออกรถ 0 บาท,"369,000
                                            
","120,000",เกียร์อัตโนมัติ,"

                                                Luxury car
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/017-รถเก๋ง-4-ประตู-ออกรถ-0-บาท-aid24354552
",2023-10-27
667,แบคลิสบูโร แทคซิ่ง ติดล่าช้าไม่ว่าจะติดอะไรมา ทุกปัญหาดาวน์เริ่มต้นแค่หมื่นเดียวทุกคัน ขับฟรี5เดือน,"่อผู้ขาย
                                        
","120,000",เกียร์อัตโนมัติ,"

                                                Supercar 09
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-c-bangkok/แบคลิสบูโร-แทคซิ่ง-ติดล่าช้าไม่ว่าจะติดอะไรมา-ทุกปัญหาดาวน์เริ่มต้นแค่หมื่นเดียวทุกคัน-ขับฟรี-5-เดือน-aid24354452
",2023-10-27
668,2019 Mazda 2 1.3 S Sports LEATHER 5 ประตู ฟรีดาวน์-ยอดไฟแนนช์สูง เจ้าของมือเดียวไมล์แท้รถเบิกศูนย์,"459,000
                                            

                                                ฿410,000
                                            

ราคาดาวน์ ฿0

","80,707",เกียร์อัตโนมัติ,"

                                                โชค 092-446-9988 By.จริงใจ ยูสคาร์ 
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-leather-bangkok/019-5-ประตู-ฟรีดาวน์-ยอดไฟแนนช์สูง-เจ้าของมือเดียวไมล์แท้รถเบิกศูนย์-aid24353662
",2023-10-27
669,2021 Mazda CX-30 2.0 SP เทาดำ - โฉมล่าสุด มือเดียว วารันตี-2024 ปี21แท้ รุ่นท็อปSP,"889,000
                                            

                                                ฿829,000
                                            
","40,577",เกียร์อัตโนมัติ,"

                                                สิทธิ์ ออโต้
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/2021-เทาดำ-โฉมล่าสุด-มือเดียว-วารันตี-2024-ปี-21-แท้-รุ่นท็อป-sp-aid24353072
",2023-10-27
670,2022 Mazda CX-30 2.0 SP เทาดำ - โฉมล่าสุด มือเดียว วารันตี-2024 รุ่นท็อปSP รถบ้าน ฟรีดาวน์,"849,000
                                            

                                                ฿799,000
                                            
","66,050",เกียร์อัตโนมัติ,"

                                                สิทธิ์ ออโต้
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/2022-เทาดำ-โฉมล่าสุด-มือเดียว-วารันตี-2024-รุ่นท็อป-sp-รถบ้าน-ฟรีดาวน์-aid24353052
",2023-10-27
671,2013 Mazda BT-50 PRO 3.2 R 4WD รุ่น Top รถมือเดียว สวย เดิม,"365,000
                                            

ราคาดาวน์ ฿0

","250,989",เกียร์ธรรมดา,"

                                                ช.ช้าง รถบ้าน
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-3-2-r-4wd-bangkok/2013-รุ่น-top-รถมือเดียว-สวย-เดิม-aid24353012
",2023-10-27
672,2021 Mazda CX-30 2.0 SP SUV  รถสวย ผ่อนสบาย,"718,000
                                            
","83,000",เกียร์อัตโนมัติ,"

                                                ชาติชาย (หนุ่ม)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-30-2-0-sp-bangkok/2021-suv-รถสวย-ผ่อนสบาย-aid24352612
",2023-10-27
673,"🔥 Mazda 2 1.3 Skyactiv High Plus ผ่อน 5,xxx ฟรี! ทดลองขับถึงบ้าน","356,800
                                            

                                                ฿326,400
                                            
","145,609",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-plus-bangkok/1-3-skyactiv-high-plus-ผ่อน-5-xxx-ฟรี-ทดลองขับถึงบ้าน-aid24210062
",2023-10-27
674,ขายรถ Mazda 3 2.0 S Sports ปี2015 รถเก๋ง 5 ประตู,"439,000
                                            
","151,000",เกียร์อัตโนมัติ,"

                                                PM Used Cars
                                            
",นนทบุรี,chobrod,"car-mazda-3-2-0-s-sports-nonthaburi/ขายรถ-ปี-2015-รถเก๋ง-5-ประตู-aid24350912
",2023-10-27
675,ขายรถ Mazda 3 2.0 R ปี2008 รถเก๋ง 5 ประตู,"189,000
                                            
","151,000",เกียร์อัตโนมัติ,"

                                                PM Used Cars
                                            
",นนทบุรี,chobrod,"car-mazda-3-2-0-r-nonthaburi/ขายรถ-ปี-2008-รถเก๋ง-5-ประตู-aid24351192
",2023-10-27
676,ขายรถ Mazda 3 2.0 E Sports ปี2016 รถเก๋ง 5 ประตู,"358,000
                                            
","151,000",เกียร์อัตโนมัติ,"

                                                PM Used Cars
                                            
",นนทบุรี,chobrod,"car-mazda-3-2-0-e-sports-nonthaburi/ขายรถ-ปี-2016-รถเก๋ง-5-ประตู-aid24351332
",2023-10-27
677,2020 Mazda 2 1.3 High Connect รถเก๋ง 5 ประตู  A/T,"395,000
                                            

                                                ฿385,000
                                            

ราคาดาวน์ ฿0

","114,755",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/00-รถเก๋ง-5-ประตู-a-t-aid24178292
",2023-10-27
678,2022 Mazda 2 1.3 C รถเก๋ง 4 ประตู A/T,"445,000
                                            

                                                ฿435,000
                                            
","36,865",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-c-bangkok/0-รถเก๋ง-4-ประตู-a-t-aid24180452
",2023-10-27
679,ขาย รถมือสอง 2011 Mazda 2 1.5 Elegance Groove รถเก๋ง 4 ประตู  A/T,"205,000
                                            

                                                ฿195,000
                                            
","166,510",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-elegance-groove-bangkok/ขาย-รถมือสอง-011-รถเก๋ง-4-ประตู-a-t-aid24212332
",2023-10-27
680,ขาย รถมือสอง 2012 Mazda 2 1.5 Spirit Sports รถเก๋ง 5 ประตู  A/T,"235,000
                                            

                                                ฿215,000
                                            
","124,707",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-spirit-sports-bangkok/ขาย-รถมือสอง-01-รถเก๋ง-5-ประตู-a-t-aid24227012
",2023-10-27
681,2016 Mazda CX-5 2.2 XDL 4WD A/T,"465,000
                                            
","105,014",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-bangkok/2016-a-t-aid24234522
",2023-10-27
682,ขายรถมือสอง 2021 Mazda 2 1.3 S LEATHER รถเก๋ง 5 ประตู  A/T,"495,000
                                            

                                                ฿435,000
                                            
","18,640",เกียร์อัตโนมัติ,"

                                                ขงเบ้ง GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-leather-bangkok/ขายรถมือสอง-01-รถเก๋ง-5-ประตู-a-t-aid24242172
",2023-10-27
683,"🔥 Mazda 3 2.0 S ผ่อน 5,xxx ฟรี! ทดลองขับถึงบ้าน","403,700
                                            

                                                ฿373,500
                                            
","113,011",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-sports-bangkok/2-0-s-ผ่อน-5-xxx-ฟรี-ทดลองขับถึงบ้าน-aid24276972
",2023-10-27
684,ขาย รถมือสอง 2017 Mazda 2 1.3 High Connect รถเก๋ง 4 ประตู  รถสภาพดี มีประกัน,"345,000
                                            

ราคาดาวน์ ฿0

","76,677",เกียร์อัตโนมัติ,"

                                                Vasu Anusonsittikul (Ploy)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/ขาย-รถมือสอง-017-รถเก๋ง-4-ประตู-รถสภาพดี-มีประกัน-aid24325092
",2023-10-27
685,ขาย รถมือสอง 2014 Mazda 3 2.0 SP Sports รถเก๋ง 5 ประตู  ออกรถ 0 บาท,"345,000
                                            

ราคาดาวน์ ฿0

","132,495",เกียร์อัตโนมัติ,"

                                                Vasu Anusonsittikul (Ploy)
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-sports-bangkok/ขาย-รถมือสอง-2014-รถเก๋ง-5-ประตู-ออกรถ-0-บาท-aid24296242
",2023-10-27
686,2016 MAZDA BT-50 PRO FREESTYLE CAB 2.2 V มือเดียวป้ายแดงสภาพดีมาก,"248,000
                                            
","178,663",เกียร์ธรรมดา,"

                                                Warintorn Premium Car
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-v-bangkok/2016-freestyle-cab-มือเดียวป้ายแดงสภาพดีมาก-aid24207382
",2023-10-27
687,"🔥 Mazda Cx-3 2.0 Sp ผ่อน 10,xxx ฟรี! ทดลองขับถึงบ้าน","653,600
                                            
","35,014",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-sp-bangkok/ผ่อน-10-xxx-ฟรี-ทดลองขับถึงบ้าน-aid24348002
",2023-10-27
688,2017 Mazda CX-5 2.0 S SUV ฟรีดาวน์หรือเปลี่ยนสัญญา,"519,000
                                            
","110,000",เกียร์อัตโนมัติ,"

                                                NK​ HOME​ CAR
                                            
",นนทบุรี,chobrod,"car-mazda-cx-5-2-0-s-nonthaburi/2017-suv-ฟรีดาวน์หรือเปลี่ยนสัญญา-aid24348242
",2023-10-27
689,ขาย รถมือสอง 2013 Mazda BT-50 PRO 2.2 Hi-Racer รถกระบะ,"438,000
                                            
","17,049",เกียร์อัตโนมัติ,"

                                                จริยา มงคลเกตุ
                                            
",สมุทรปราการ,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-samutprakan/ขาย-รถมือสอง-2013-รถกระบะ-aid24348262
",2023-10-27
690,"Mazda 2 1.3 C ผ่อนเริ่มต้น 7,xxx.-/เดือน","449,000
                                            

ราคาดาวน์ ฿0

","12,102",เกียร์อัตโนมัติ,"

                                                Carro Thailand
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-c-bangkok/ผ่อนเริ่มต้น-7-xxx-เดือน-aid24337462
",2023-10-27
691,Mazda CX-5 2.0 S ปี 2016 รถบ้านมือเดียว ใช้น้อยมากกเข้าศูนย์ตลอด ไม่เคยติดแก๊ส สวยเดิมทั้งคัน ฟรีดาว,"519,000
                                            
","90,000",เกียร์อัตโนมัติ,"

                                                TK GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-s-bangkok/ปี-2016-รถบ้านมือเดียว-ใช้น้อยมากกเข้าศูนย์ตลอด-ไม่เคยติดแก๊ส-สวยเดิมทั้งคัน-ฟรีดาว-aid24347672
",2023-10-27
692,2017 Mazda CX-5 2.2 XDL 4WD SUV รถสวย ไมล์แท้ รถบ้านมือเดียว เจ้าของขายเอง,"488,000
                                            
","140,000",เกียร์อัตโนมัติ,"

                                                ปรพลัชวิสิษฐ์  ช้างเผือก
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-bangkok/2017-suv-รถสวย-ไมล์แท้-รถบ้านมือเดียว-เจ้าของขายเอง-aid24346882
",2023-10-27
693,2019 Mazda 2 1.3 High Plus รถเก๋ง 4 ประตู ออกรถ 0 บาท,"379,000
                                            

ราคาดาวน์ ฿0

","57,589",เกียร์อัตโนมัติ,"

                                                รถยนต์มือสอง โชคคูณโชคอุดร
                                            
",อุดรธานี,chobrod,"car-mazda-2-1-3-high-plus-udonthani/019-รถเก๋ง-4-ประตู-ออกรถ-0-บาท-aid24346782
",2023-10-27
694,2012 Mazda BT-50 PRO 2.2 Hi-Racer รถกระบะ ออกรถง่าย รับรถ 1999 บาท,"299,000
                                            

ราคาดาวน์ ฿0

","195,358",เกียร์ธรรมดา,"

                                                รถยนต์มือสอง โชคคูณโชคอุดร
                                            
",อุดรธานี,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-udonthani/2012-รถกระบะ-ออกรถง่าย-รับรถ-1999-บาท-aid24346722
",2023-10-27
695,Mazda 3 2.0 Maxx Sports ปึ 2013 ไม่เคยติดแก๊สแน่นอน รถบ้านมือเดียว วิ่งน้อยเข้าศูนย์ตลอด ออกรถ0บาท,"299,000
                                            
","150,000",เกียร์อัตโนมัติ,"

                                                TK GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-maxx-sports-bangkok/ปึ-201-ไม่เคยติดแก๊สแน่นอน-รถบ้านมือเดียว-วิ่งน้อยเข้าศูนย์ตลอด-ออกรถ-0-บาท-aid24245512
",2023-10-27
696,"Mazda CX-3 2.0 Comfort ปี 2021 ไมล์แค่ 10,000 โล มีซันรูฟ สวยสภาพป้ายแดงรับประกัน รถบ้านมือเดียว","699,000
                                            
","10,000",เกียร์อัตโนมัติ,"

                                                TK GOOD CAR
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-comfort-bangkok/ปี-2021-ไมล์แค่-10-000-โล-มีซันรูฟ-สวยสภาพป้ายแดงรับประกัน-รถบ้านมือเดียว-aid24193862
",2023-10-27
697,ขายรถ MAZDA3 2.0 S ปี 2014 จด 2015,"369,000
                                            

ราคาดาวน์ ฿0

","160,000",เกียร์อัตโนมัติ,"

                                                One2Auto by อุ๋ย
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/ขายรถ-ปี-2014-จด-2015-aid24197282
",2023-10-27
698,รถมือสอง 2018 Mazda CX-5 2.2 XDL 4WD SUV  ราคาถูก,"859,000
                                            

                                                ฿799,000
                                            

ราคาดาวน์ ฿8

","160,000",เกียร์อัตโนมัติ,"

                                                A.T.Carsale
                                            
",นนทบุรี,chobrod,"car-mazda-cx-5-2-2-xdl-4wd-nonthaburi/รถมือสอง-2018-suv-ราคาถูก-aid24340612
",2023-10-27
699,"MAZDA MAZDA 2 1.3 SKYACTIV-G SP SEDAN (MY19) ผ่อน 7,xxx.-/เดือน","489,000
                                            

ราคาดาวน์ ฿0

","29,436",เกียร์อัตโนมัติ,"

                                                Carro Thailand
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sp-bangkok/1-3-skyactiv-g-sp-sedan-my19-ผ่อน-7-xxx-เดือน-aid24333542
",2023-10-27
700,Mazda BT-50 PRO 2.2 Hi-Racer 2018  รถมือเดียว ไมล์น้อย ตรวจสอบเช็คศูนย์ได้ สมุดคู่มือบริการอยู่ครบ,"399,999
                                            
","90,000",เกียร์ธรรมดา,"

                                                ธนบุรีสมาร์ทคาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/2018-รถมือเดียว-ไมล์น้อย-ตรวจสอบเช็คศูนย์ได้-สมุดคู่มือบริการอยู่ครบ-aid24344502
",2023-10-27
701,2018 Mazda 2 Skyactiv 1.3 High Connect รุ่นรองท้อป รถมือเดียว ไมล์น้อย มีรับประกัน,"379,000
                                            
","70,000",เกียร์อัตโนมัติ,"

                                                ธนบุรีสมาร์ทคาร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-high-connect-bangkok/018-skyactiv-รุ่นรองท้อป-รถมือเดียว-ไมล์น้อย-มีรับประกัน-aid24344642
",2023-10-27
702,ขายรถ 2017 MAZDA BT-50 PRO 2.2 DOUBLE CAB HI-RACER,"385,000
                                            
","114,000",เกียร์ธรรมดา,"

                                                รถสวยพีพีเค
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-bt-50-pro-2-2-hi-racer-bangkok/ขายรถ-2017-2-2-double-cab-hi-racer-aid24344212
",2023-10-27
703,"Mazda2 1.3 S Sports LEATHER ผ่อนเริ่มต้น 7,xxx.-/เดือน","449,000
                                            

ราคาดาวน์ ฿0

","24,915",เกียร์อัตโนมัติ,"

                                                Carro Thailand
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-sports-leather-bangkok/ผ่อนเริ่มต้น-7-xxx-เดือน-aid24333592
",2023-10-27
704,2019 Mazda 2 1.3 Sports High Connect รถเก๋ง 5 ประตู ผ่อน,"429,000
                                            
","30,188",เกียร์อัตโนมัติ,"

                                                ภีม ทรัสตี้ 
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sports-high-connect-bangkok/019-รถเก๋ง-5-ประตู-ผ่อน-aid24343362
",2023-10-27
705,2015 Mazda CX-5 2.5 S SUV ออกรถฟรี,"449,000
                                            
","137,882",เกียร์อัตโนมัติ,"

                                                ภีม ทรัสตี้ 
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-5-s-bangkok/2015-suv-ออกรถฟรี-aid24343292
",2023-10-27
706,2017 Mazda 2 1.3 Sports Standard รถเก๋ง 4 ประตู ผ่อนเริ่มต้น,"345,000
                                            

ราคาดาวน์ ฿0

","96,738",เกียร์อัตโนมัติ,"

                                                ภีม ทรัสตี้ 
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-sports-standard-bangkok/017-รถเก๋ง-4-ประตู-ผ่อนเริ่มต้น-aid24343182
",2023-10-27
707,2012 Mazda 2 1.5 Groove รถเก๋ง 4 ประตู,"199,000
                                            
","115,000",เกียร์อัตโนมัติ,"

                                                คุณหญิง
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-5-groove-bangkok/01-รถเก๋ง-4-ประตู-aid24342972
",2023-10-27
708,ขายรถมือสอง MAZDA 3 SKYACTIV 2.0 S SEDAN MNC 2019,"529,000
                                            
","49,000",เกียร์อัตโนมัติ,"

                                                โยรัชดา by แบงค์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-s-bangkok/ขายรถมือสอง-skyactiv-sedan-mnc-2019-aid24342282
",2023-10-27
709,"🔥 Mazda Cx-3 2.0 Sp ผ่อน 9,xxx ฟรี! ทดลองขับถึงบ้าน","592,500
                                            
","102,517",เกียร์อัตโนมัติ,"

                                                Cars24
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-sp-bangkok/ผ่อน-9-xxx-ฟรี-ทดลองขับถึงบ้าน-aid24248122
",2023-10-27
710,2022 Mazda3 Sports 2.0 SP AT ขาว - มือเดียว โฉมล่าสุด ซันรูฟ วารันตี-08.2025 รุ่นท็อป,"959,000
                                            

                                                ฿899,000
                                            
","14,838",เกียร์อัตโนมัติ,"

                                                สิทธิ์ ออโต้
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-2-0-sp-bangkok/2022-sports-at-ขาว-มือเดียว-โฉมล่าสุด-ซันรูฟ-วารันตี-08-2025-รุ่นท็อป-aid24340882
",2023-10-27
711,ขายรถมือสอง 2016 Mazda CX-3 2.0 SP SUV AT,"469,000
                                            
","120,000",เกียร์อัตโนมัติ,"

                                                เต็นท์ คุณแหม่ม
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-3-2-0-sp-bangkok/ขายรถมือสอง-2016-suv-at-aid24339442
",2023-10-27
712,ขายรถ 2021 MAZDA2 1.3 S,"445,000
                                            
","37,700",เกียร์อัตโนมัติ,"

                                                รถสวยพีพีเค
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-2-1-3-s-bangkok/ขายรถ-01-aid24339132
",2023-10-27
713,ขายรถ MAZDA 3 1.6 Spirit Sport ปี 2011 AT,"189,000
                                            

ราคาดาวน์ ฿0

","71,000",เกียร์อัตโนมัติ,"

                                                CAR ACTION
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-3-1-6-spirit-sports-bangkok/ขายรถ-1-6-spirit-sport-ปี-2011-at-aid24271022
",2023-10-27
714,MAZDA CX-5 2.0 C ปี 2015 suv,"399,000
                                            
","307,000",เกียร์อัตโนมัติ,"

                                                ศุภชัย ลอองจันทร์
                                            
",กรุงเทพมหานคร,chobrod,"car-mazda-cx-5-2-0-c-bangkok/ปี-2015-suv-aid24183172
",2023-10-27
715,2013 Mazda 2 1.5 Elegance Groove รถเก๋ง 4 ประตู,"205,000
                                            
","133,507",เกียร์อัตโนมัติ,"

                                                AKCAR NAAPRINCE
                                            
",เชียงใหม่,chobrod,"car-mazda-2-1-5-elegance-groove-chiangmai/013-รถเก๋ง-4-ประตู-aid24187602
",2023-10-27
