Version,generalInfo,distance,update,cost
"2015 MAZDA MAZDA2, 1.3 STD โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 3ขฆ3438 กรุงเทพฯ,"163,796 ",อัพเดท  1 วัน ผู้เข้าชม  2928,"269,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,598
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง530"
"2015 MAZDA MAZDA2, 1.5 XD โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน ขว2709 กรุงเทพฯ,"130,000 ",อัพเดท  13 ชม. ผู้เข้าชม  923,"270,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,614
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง680"
"2015 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 4กฌ896 กรุงเทพฯ,"102,000 ",อัพเดท  1 วัน ผู้เข้าชม  251,"275,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,695
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง590"
"2015 MAZDA BT-50, PRO 2.2 DOUBLE CAB HI-RACER (ABS/LST) โฉม HI-RACER DOUBLE CAB",สีแดง เกียร์ธรรมดา ทะเบียน 4กธ5880 กรุงเทพฯ,"90,000 ",อัพเดท  26 นาที ผู้เข้าชม  3696,"279,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,759
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2015 MAZDA MAZDA2, 1.3 Sport S โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน กธ8928 กรุงเทพฯ,"130,000 ",อัพเดท  5 ชม. ผู้เข้าชม  1146,"289,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,919
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง627"
"2015 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีขาว เกียร์ธรรมดา ทะเบียน ฒท207 กรุงเทพฯ,"120,000 ",อัพเดท  4 ชม. ผู้เข้าชม  1268,"289,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







4,094
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000"
"2015 MAZDA MAZDA2, 1.3 STD โฉม ปี14-ปัจจุบัน 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 4ขก3674 กรุงเทพฯ,"141,860 ",อัพเดท  1 วัน ผู้เข้าชม  190,"295,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,935
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง530"
"2015 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2ขก7702 กรุงเทพฯ,"119,000 ",อัพเดท  3 ชม. ผู้เข้าชม  362,"295,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,935
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง789"
"2015 MAZDA MAZDA2, 1.5 XD โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน ขค4327 กรุงเทพฯ,"148,200 ",อัพเดท  1 วัน ผู้เข้าชม  1829,"295,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,935
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง680"
"2015 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กถ6319 กรุงเทพฯ,"92,774 ",อัพเดท  8 ชม. ผู้เข้าชม  4374,"295,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,935
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง590"
"2015 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 4กล2949 กรุงเทพฯ,"118,000 ",อัพเดท  3 ชม. ผู้เข้าชม  453,"298,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,984
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง590"
"2015 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีดำ เกียร์ธรรมดา ทะเบียน 3ฒล7192 กรุงเทพฯ,"107,290 ",อัพเดท  7 ชม. ผู้เข้าชม  760,"299,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,178
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000"
"2015 MAZDA MAZDA2, 1.5 XD Sports โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กช8705 กรุงเทพฯ,"136,330 ","อัพเดท  1 วัน ผู้เข้าชม  976 309,000 ","299,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,000
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง680"
"2015 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน งท7830 ชลบุรี,"150,000 ",อัพเดท  3 วัน ผู้เข้าชม  1825,"299,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,000
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง789"
"2015 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4กถ1628 กรุงเทพฯ,"188,000 ",อัพเดท  9 ชม. ผู้เข้าชม  3351,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง789,000

ผู้ขายลดเหลือ 299,000 ถ้าตกลงซื้อภายใน วัน"
"2015 MAZDA MAZDA2, 1.5 XD โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน กย4213 เชียงใหม่,"104,000 ",อัพเดท  5 ชม. ผู้เข้าชม  4308,"299,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,000
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง680"
"2015 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 6กฐ1388 กรุงเทพฯ,"95,000 ",อัพเดท  3 วัน ผู้เข้าชม  2240,"318,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,305
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง670"
"2015 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 4กว9904 กรุงเทพฯ,"34,000 ",อัพเดท  7 ชม. ผู้เข้าชม  945,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง670"
"2015 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน กว7478 นครปฐม,"191,956 ",อัพเดท  3 ชม. ผู้เข้าชม  789,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,401
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง590"
"2015 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กถ2279 กรุงเทพฯ,"123,000 ",อัพเดท  6 ชม. ผู้เข้าชม  1296,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,401
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง620"
"2015 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กญ9560 กรุงเทพฯ,"100,000 ",อัพเดท  1 วัน ผู้เข้าชม  2536,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,401
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง670"
"2015 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน 4กฎ335 กรุงเทพฯ,"67,000 ",อัพเดท  1 วัน ผู้เข้าชม  2104,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,417
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2015 MAZDA MAZDA3, 2.0 S SPORTS โฉม ปี14-19 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 4กฌ60 กรุงเทพฯ,"159,481 ",อัพเดท  1 วัน ผู้เข้าชม  465,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง974"
"2015 MAZDA MAZDA2, 1.5 XD Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 5กฎ256 กรุงเทพฯ,"97,000 ",อัพเดท  7 ชม. ผู้เข้าชม  1261,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง750"
"2016 MAZDA CX-5, 2.0 C โฉม ปี13-ปัจจุบัน",สีบรอนซ์เงิน เกียร์ออโต้ ทะเบียน 5กบ5042 กรุงเทพฯ,"134,643 ",อัพเดท  1 วัน ผู้เข้าชม  1112,"525,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








90,000
ดาวน์







6,987
ผ่อน



หารถโฉมนี้ที่ดาวน์ 90,000บ.


ราคาป้ายแดง1,290"
"2016 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER (ABS) โฉม HI-RACER FREE STYLE ",สีขาว เกียร์ธรรมดา ทะเบียน ยก9561 ชลบุรี,"172,000 ","อัพเดท  7 ชม. ผู้เข้าชม  2262 298,000 ","258,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,658
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000"
"2016 MAZDA MAZDA2, 1.3 Sports High โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 5กช9597 กรุงเทพฯ,"80,000 ",อัพเดท  6 ชม. ผู้เข้าชม  3588,"288,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,903
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง590"
"2016 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขน3611 กรุงเทพฯ,"150,000 ",อัพเดท  5 วัน ผู้เข้าชม  710,"289,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








45,000
ดาวน์







3,919
ผ่อน



หารถโฉมนี้ที่ดาวน์ 45,000บ.


ราคาป้ายแดง590"
"2016 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 5กด3593 กรุงเทพฯ,"112,000 ",อัพเดท  1 วัน ผู้เข้าชม  2713,"299,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,000
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง789"
"2016 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน กว8983 กรุงเทพฯ,"61,000 ",อัพเดท  5 ชม. ผู้เข้าชม  2987,"309,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,160
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง590"
"2016 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 3ขห2375 กรุงเทพฯ,"110,000 ",อัพเดท  10 ชม. ผู้เข้าชม  3692,"309,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,160
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน กม1629 นครปฐม,"133,733 ",อัพเดท  2 วัน ผู้เข้าชม  428,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 5กท580 กรุงเทพฯ,"90,000 ",อัพเดท  21 ชม. ผู้เข้าชม  504,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.3 STD โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 5กญ5633 กรุงเทพฯ,"118,500 ",อัพเดท  9 ชม. ผู้เข้าชม  1837,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง530"
"2016 MAZDA MAZDA2, 1.3 High โฉม ปี14-ปัจจุบัน 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 4กร6877 กรุงเทพฯ,"115,780 ",อัพเดท  5 ชม. ผู้เข้าชม  2491,"319,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







4,321
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง590"
"2016 MAZDA MAZDA2, 1.5 XD Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน จย1296 ชลบุรี,"160,000 ",อัพเดท  3 วัน ผู้เข้าชม  2636,"325,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,337
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง750"
"2016 MAZDA MAZDA2, 1.5 XD High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กด9511 กรุงเทพฯ,"156,000 ",อัพเดท  3 ชม. ผู้เข้าชม  417,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,401
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง789"
"2016 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กต7572 กรุงเทพฯ,"62,415 ",อัพเดท  1 สัปดาห์ ผู้เข้าชม  1535,"329,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,401
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง670"
"2016 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 6กช2193 กรุงเทพฯ,"76,000 ",อัพเดท  56 นาที ผู้เข้าชม  1333,"333,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








55,000
ดาวน์







4,466
ผ่อน



หารถโฉมนี้ที่ดาวน์ 55,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.3 Sports STD โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน 5กต5370 กรุงเทพฯ,"85,430 ",อัพเดท  1 วัน ผู้เข้าชม  1253,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,417
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง530"
"2016 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน งฉ8876 เชียงใหม่,"100,000 ",อัพเดท  1 วัน ผู้เข้าชม  2098,"335,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,417
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2016 MAZDA MAZDA2, 1.5 XD High Plus L โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 5กส5684 กรุงเทพฯ,"190,000 ",อัพเดท  3 ชม. ผู้เข้าชม  286,"338,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,466
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง789"
"2016 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER (ABS) โฉม HI-RACER FREE STYLE ",สีขาว เกียร์ธรรมดา ทะเบียน ยก9561 ชลบุรี,"172,000 ",อัพเดท  7 ชม. ผู้เข้าชม  255,"338,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,665
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2016 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 5กถ7273 กรุงเทพฯ,"134,000 ",อัพเดท  5 ชม. ผู้เข้าชม  877,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2016 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กม3675 กรุงเทพฯ,"90,000 ",อัพเดท  4 ชม. ผู้เข้าชม  892,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.5 XD High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 6กข432 กรุงเทพฯ,"170,057 ",อัพเดท  3 วัน ผู้เข้าชม  2061,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง750"
"2016 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4กษ8275 กรุงเทพฯ,"96,000 ",อัพเดท  1 วัน ผู้เข้าชม  2582,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,482
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2016 MAZDA BT-50, PRO 2.2 FREE STYLE CAB HI-RACER โฉม HI-RACER FREE STYLE ",สีแดง เกียร์ธรรมดา ทะเบียน 3ฒก3933 กรุงเทพฯ,"94,000 ",อัพเดท  5 ชม. ผู้เข้าชม  2948,"339,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,682
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000"
"2016 MAZDA MAZDA2, 1.5 XD Sports โฉม ปี14-ปัจจุบัน 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน ฌจ6459 กรุงเทพฯ,"92,000 ",อัพเดท  5 ชม. ผู้เข้าชม  250,"348,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,626
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง680"
"2016 MAZDA MAZDA2, 1.3 Sports High Plus โฉม ปี14-ปัจจุบัน 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 5กท4102 กรุงเทพฯ,"731,126 ",อัพเดท  2 วัน ผู้เข้าชม  1041,"348,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,626
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2016 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 4ขผ1931 กรุงเทพฯ,"77,987 ",อัพเดท  2 วัน ผู้เข้าชม  192,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,642
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.3 High Plus โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 5กณ184 กรุงเทพฯ,"113,000 ",อัพเดท  8 ชม. ผู้เข้าชม  341,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,642
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง670"
"2016 MAZDA MAZDA2, 1.3 Sports High Connect โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขฌ2265 กรุงเทพฯ,"79,000 ",อัพเดท  3 วัน ผู้เข้าชม  872,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,642
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง620"
"2016 MAZDA MAZDA2, 1.5 XD Sports โฉม ปี14-ปัจจุบัน 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กษ102 กรุงเทพฯ,"148,018 ",อัพเดท  2 วัน ผู้เข้าชม  1850,"349,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








60,000
ดาวน์







4,642
ผ่อน



หารถโฉมนี้ที่ดาวน์ 60,000บ.


ราคาป้ายแดง680"
"2017 MAZDA MAZDA2, 1.3 High Connect โฉม ปี14-ปัจจุบัน 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 6กผ865 กรุงเทพฯ,"90,700 ",อัพเดท  2 สัปดาห์ ผู้เข้าชม  4315,"300,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








50,000
ดาวน์







3,987
ผ่อน



หารถโฉมนี้ที่ดาวน์ 50,000บ.


ราคาป้ายแดง620"
