id,title,price,brand,subversion,version,subtype,cartype,year,distance,fuel,gear,color,gas,seller,address,web,webid,date
495,ขาย|มือสอง,"349,000",Mazda,1.5 XD Sports High Connect,1.5 XD Sports High Connect,Hatchback,Sedan,2015,"20,000",ดีเซล,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,kitsada goodcar,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368610074
",2023-10-28
496,ขาย|มือสอง,"459,000",Mazda,1.3 Sports,1.3 Sports,Sedan,Sedan,2021,"20,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,kitsada goodcar,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368610061
",2023-10-28
497,ขาย|มือสอง,"429,000",Mazda,1.3 Skyactiv-G S Leather Sedan,1.3 Skyactiv-G S Leather Sedan,Sedan,Sedan,2021,"30,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,kitsada goodcar,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368610031
",2023-10-28
498,ขาย|มือสอง,"308,000",Mazda,2.0 C,2.0 C,Sedan,Sedan,2014,"182,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,ลูกพีช,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368250427
",2023-10-28
499,ขาย|มือสอง,"978,000",Mazda,1.8,1.8,Sedan,Sedan,2003,"70,280",เบนซิน,เกียร์ธรรมดา,เหลือง,ไม่ติดแก๊ส,Pon Haheng,บางแค กรุงเทพมหานคร,rodkaidee,"/product-367410368
",2023-10-28
500,ขาย|มือสอง,"349,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2017,"66,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,ตี๋ปากเกร็ดกู๊ดคาร์,ปากเกร็ด นนทบุรี,rodkaidee,"/product-368397791
",2023-10-28
501,ขาย|มือสอง,"449,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2017,"90,000",ดีเซล,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,KD CAR,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368043980
",2023-10-28
502,ขาย|มือสอง,"189,000",Mazda,1.5 Spirit Sports,1.5 Spirit Sports,Hatchback,Sedan,2011,"180,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,บังซัน คลองแห หาดใหญ่,หาดใหญ่ สงขลา,rodkaidee,"/product-368399569
",2023-10-28
503,ขาย|มือสอง,"699,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2023,"9,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Gap kemanun,ประเวศ กรุงเทพมหานคร,rodkaidee,"/product-368607174
",2023-10-28
504,ขาย|มือสอง,"490,000",Mazda,2.0 S,2.0 S,Sedan,Sedan,2017,"134,222",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Bookkee,เมืองพิษณุโลก พิษณุโลก,rodkaidee,"/product-368607138
",2023-10-28
505,ขาย|มือสอง,"459,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2015,"200,803",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,ASIA USED CAR,เมืองชัยนาท ชัยนาท,rodkaidee,"/product-368026138
",2023-10-28
506,ขาย|มือสอง,"445,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2018,"74,690",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,รถสวยพีพีเค พีพีเคคาร์เซ็นเตอร์,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368606718
",2023-10-28
507,ขาย|มือสอง,"528,000",Mazda,2.0 S,2.0 S,Sedan,Sedan,2018,32,เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,84 CARCENTER,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368233706
",2023-10-28
508,ขาย|มือสอง,"359,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Sedan,Pickup,2014,"85,000",ดีเซล,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,krittapas phanich-aphichai,ปากเกร็ด นนทบุรี,rodkaidee,"/product-368398429
",2023-10-28
509,ขาย|มือสอง,"148,000",Mazda,1.6 Spirit Sports Plus,1.6 Spirit Sports Plus,Commercial-van,Van,2007,"142,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,Yim,บางขุนเทียน กรุงเทพมหานคร,rodkaidee,"/product-368605629
",2023-10-28
510,ขาย|มือสอง,"219,000",Mazda,1.6 Spirit,1.6 Spirit,Sedan,Sedan,2013,"142,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,นัทคาร์,ทวีวัฒนา กรุงเทพมหานคร,rodkaidee,"/product-367523364
",2023-10-28
511,ขาย|มือสอง,"199,000",Mazda,2.5 Hi-Racer,2.5 Hi-Racer,Double-cab,Pickup,2010,"109,000",ดีเซล,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,ทวีศักดิ์ ออโต้คาร์ กระบี่,เหนือคลอง กระบี่,rodkaidee,"/product-368457503
",2023-10-28
512,ขาย|มือสอง,"159,000",Mazda,1.5 Groove,1.5 Groove,Sedan,Sedan,2010,"242,253",เบนซิน,เกียร์อัตโนมัติ,ฟ้า,ไม่ติดแก๊ส,Racing Station ซื้อขายรถยนต์,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368605266
",2023-10-28
513,ขาย|มือสอง,"385,000",Mazda,2.0 C,2.0 C,PPV,Utility-car,2013,"142,760",ไฮบริด,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,รถสวยพีพีเค พีพีเคคาร์เซ็นเตอร์,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368605243
",2023-10-28
514,ขาย|มือสอง,"849,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2021,"20,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,3J USED CARS,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368400308
",2023-10-28
515,ขาย|มือสอง,"429,000",Mazda,2.0 SP,2.0 SP,Hatchback,Sedan,2017,"119,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Gueang,เมืองยโสธร ยโสธร,rodkaidee,"/product-368327837
",2023-10-28
516,ขาย|มือสอง,"355,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2017,"88,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,Warapol,หาดใหญ่ สงขลา,rodkaidee,"/product-368353898
",2023-10-28
517,ขาย|มือสอง,"320,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Sedan,Sedan,2018,"69,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Ooun,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368604838
",2023-10-28
518,ขาย|มือสอง,"248,000",Mazda,2.2 V,2.2 V,Smart-cab,Pickup,2016,"178,000",ดีเซล,เกียร์ธรรมดา,น้ำตาล,ไม่ติดแก๊ส,คิม,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368399086
",2023-10-28
519,ขาย|มือสอง,"329,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2018,"100,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,สญชัย รักษาสัตย์,บางแค กรุงเทพมหานคร,rodkaidee,"/product-367790701
",2023-10-28
520,ขาย|มือสอง,"299,000",Mazda,1.3 High Plus,1.3 High Plus,Sedan,Sedan,2015,"90,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,lekcar88,หลักสี่ กรุงเทพมหานคร,rodkaidee,"/product-367837888
",2023-10-28
521,ขาย|มือสอง,"835,000",Mazda,2.0 SP,2.0 SP,Hatchback,Sedan,2022,"9,022",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,I CAR เชียงใหม่,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368602873
",2023-10-28
522,ขาย|มือสอง,"138,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2009,"211,911",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,saranrom,บางเขน กรุงเทพมหานคร,rodkaidee,"/product-368602402
",2023-10-28
523,ขาย|มือสอง,"719,000",Mazda,2.0 C,2.0 C,SUV,Utility-car,2020,"56,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,BJ Autosport,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-367264294
",2023-10-28
524,ขาย|มือสอง,"385,000",Mazda,2.2 Hi-Racer Eclipse,2.2 Hi-Racer Eclipse,Double-cab,Pickup,2014,"202,197",ดีเซล,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,james,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368427620
",2023-10-28
525,ขาย|มือสอง,"188,000",Mazda,1.5 Maxx Sports,1.5 Maxx Sports,Hatchback,Sedan,2010,"160,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Impact auto car,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368601959
",2023-10-28
526,ขาย|มือสอง,"385,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2018,"70,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,เต็นท์พงษ์พร เชียงใหม่ (นุ่น นิรมล),เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368601875
",2023-10-28
527,ขาย|มือสอง,"298,000",Mazda,1.3 High Plus,1.3 High Plus,Sedan,Sedan,2015,"120,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Chet,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368532189
",2023-10-28
528,ขาย|มือสอง,"109,000",Mazda,1.5 Groove,1.5 Groove,Hatchback,Sedan,2011,"130,000",เบนซิน,เกียร์ธรรมดา,เขียว,ไม่ติดแก๊ส,tey,บางกะปิ กรุงเทพมหานคร,rodkaidee,"/product-368601548
",2023-10-28
529,ขาย|มือสอง,"109,000",Mazda,1.5 Elegance Groove,1.5 Elegance Groove,Sedan,Sedan,2011,"230,000",เบนซิน,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,tey,บางกะปิ กรุงเทพมหานคร,rodkaidee,"/product-368601508
",2023-10-28
530,ขาย|มือสอง,"419,000",Mazda,1.3 Sports,1.3 Sports,SUV,Utility-car,2021,"50,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Mini,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368249943
",2023-10-28
531,ขาย|มือสอง,"738,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2021,"60,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Mini,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368601433
",2023-10-28
532,ขาย|มือสอง,"448,000",Mazda,1.3 SP,1.3 SP,Hatchback,Sedan,2022,"30,005",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,M6147108,ธัญบุรี ปทุมธานี,rodkaidee,"/product-368601290
",2023-10-28
533,ขาย|มือสอง,"428,000",Mazda,1.3 Sports,1.3 Sports,Hatchback,Sedan,2022,"28,741",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,M6147108,ธัญบุรี ปทุมธานี,rodkaidee,"/product-368601176
",2023-10-28
534,ขาย|มือสอง,"419,000",Mazda,1.3 Skyactiv-G S Leather Sports,1.3 Skyactiv-G S Leather Sports,Hatchback,Sedan,2021,"28,741",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,GibBon Koy,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368600968
",2023-10-28
535,ขาย|มือสอง,"349,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Hatchback,Sedan,2019,"68,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,GibBon Koy,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368320094
",2023-10-28
536,ขาย|มือหนึ่ง,"539,000",Mazda,2.0 C,2.0 C,SUV,Utility-car,2020,"38,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,BNC Auto Car,สวนหลวง กรุงเทพมหานคร,rodkaidee,"/product-368600812
",2023-10-28
537,ขาย|มือสอง,"329,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,SUV,Utility-car,2020,"38,000",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,แสงอรุณออโต้คาร์,เมืองนครราชสีมา นครราชสีมา,rodkaidee,"/product-368384496
",2023-10-28
538,ขาย|มือสอง,"210,000",Mazda,2.0 Maxx Sports,2.0 Maxx Sports,Hatchback,Sedan,2012,"130,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,M6735455,เมืองนครปฐม นครปฐม,rodkaidee,"/product-368600489
",2023-10-28
539,ขาย|มือสอง,"310,000",Mazda,1.5 XD High Plus,1.5 XD High Plus,Sedan,Sedan,2017,"110,000",ดีเซล,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,Parongs Pong,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368599993
",2023-10-28
540,ขาย|มือสอง,"165,000",Mazda,1.5 Elegance Groove,1.5 Elegance Groove,Sedan,Sedan,2012,"150,000",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,Parongs Pong,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368148885
",2023-10-28
541,ขาย|มือสอง,"368,000",Mazda,1.3 Sports,1.3 Sports,Hatchback,Sedan,2018,"36,525",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,วรินทร ออโต้,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368599601
",2023-10-28
542,ขาย|มือสอง,"419,000",Mazda,2.0 C,2.0 C,SUV,Utility-car,2013,"80,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,แคคตัสชลบุรี,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368599265
",2023-10-28
543,ขาย|มือสอง,"209,000",Mazda,1.5 Elegance Limited Edition,1.5 Elegance Limited Edition,Sedan,Sedan,2011,"86,900",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,M5360282,มีนบุรี กรุงเทพมหานคร,rodkaidee,"/product-368599119
",2023-10-28
544,ขาย|มือสอง,"165,000",Mazda,1.5 Elegance Groove,1.5 Elegance Groove,Convertible,Sedan,2010,"90,000",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,Prapawarin,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368599056
",2023-10-28
545,ขาย|มือสอง,"359,000",Mazda,2.0 SP Sports,2.0 SP Sports,Hatchback,Sedan,2016,"130,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,M1666609,เมืองชลบุรี ชลบุรี,rodkaidee,"/product-368598967
",2023-10-28
546,ขาย|มือสอง,"349,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2015,"82,191",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,ต้อมกะบิ๊ก,เมืองเชียงราย เชียงราย,rodkaidee,"/product-368598425
",2023-10-28
547,ขาย|มือสอง,"580,000",Mazda,2.0 C,2.0 C,Hatchback,Sedan,2018,"68,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,tk,บางเขน กรุงเทพมหานคร,rodkaidee,"/product-368221341
",2023-10-28
548,ขาย|มือสอง,"598,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2018,"162,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,ช้างเผือก,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368465212
",2023-10-28
549,ขาย|มือสอง,"628,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2018,"228,000",ดีเซล,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,คิม,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368389516
",2023-10-28
550,ขาย|มือสอง,"329,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2015,"45,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,ARM,เมืองสมุทรปราการ สมุทรปราการ,rodkaidee,"/product-368391102
",2023-10-28
551,ขาย|มือสอง,"388,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2014,154,เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,84 CARCENTER,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368597249
",2023-10-28
552,ขาย|มือสอง,"398,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Hatchback,Sedan,2018,94,เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,84 CARCENTER,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368597153
",2023-10-28
553,ขาย|มือสอง,"488,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2015,128,ดีเซล,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,84 CARCENTER,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368597095
",2023-10-28
554,ขาย|มือสอง,"199,000",Mazda,1.5 Spirit Sports,1.5 Spirit Sports,Hatchback,Sedan,2011,"104,543",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,เกรียงศักดิ์ คาร์เซ็นเตอร์,เมืองระยอง ระยอง,rodkaidee,"/product-367935608
",2023-10-28
555,ขาย|มือสอง,"688,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2018,"228,000",ดีเซล,เกียร์อัตโนมัติ,น้ำเงิน,ไม่ติดแก๊ส,ลูกพีช,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368389159
",2023-10-28
556,ขาย|มือสอง,"499,000",Mazda,2.2 Thunder Hi-Racer,2.2 Thunder Hi-Racer,Double-cab,Pickup,2019,"70,000",ดีเซล,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,Thailandparts,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368595925
",2023-10-28
557,ขาย|มือสอง,"680,000",Mazda,1.3 Roadster,1.3 Roadster,Coupe,Sedan,2005,"130,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Kit,บางใหญ่ นนทบุรี,rodkaidee,"/product-368595865
",2023-10-28
558,ขาย|มือสอง,"410,000",Mazda,1.3 Sports High Connect,1.3 Sports High Connect,Sedan,Sedan,2019,"46,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,Fabulous,ห้วยขวาง กรุงเทพมหานคร,rodkaidee,"/product-368595763
",2023-10-28
559,ขาย|มือสอง,"199,000",Mazda,1.5 Spirit Sports,1.5 Spirit Sports,Sedan,Sedan,2011,"188,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,M2336081,บางละมุง ชลบุรี,rodkaidee,"/product-365562554
",2023-10-28
560,ขาย|มือสอง,"2,490,000",Mazda,2.6,2.6,Coupe,Sedan,1998,"77,777",เบนซิน,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,Nickypart,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368595401
",2023-10-28
561,ขาย|มือสอง,"569,000",Mazda,2.0 SP,2.0 SP,Hatchback,Sedan,2022,"88,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,จักรี 0865404431 ID:jukree_klp,บางบอน กรุงเทพมหานคร,rodkaidee,"/product-368014930
",2023-10-28
562,ขาย|มือสอง,"400,000",Mazda,1.3 Sports High,1.3 Sports High,Sedan,Sedan,2021,"30,000",เบนซิน,เกียร์อัตโนมัติ,น้ำตาล,ไม่ติดแก๊ส,บังอ๊าด,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368595048
",2023-10-28
563,ขาย|มือสอง,"325,000",Mazda,1.3 Sports High Plus,1.3 Sports High Plus,Hatchback,Sedan,2017,"84,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,M4188460,คันนายาว กรุงเทพมหานคร,rodkaidee,"/product-368594910
",2023-10-28
564,ขาย|มือสอง,"348,000",Mazda,2.2 V,2.2 V,Smart-cab,Pickup,2020,"121,000",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,TunG,หลักสี่ กรุงเทพมหานคร,rodkaidee,"/product-368594643
",2023-10-28
565,ขาย|มือสอง,"428,000",Mazda,2.0 S,2.0 S,Hatchback,Sedan,2015,"77,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,TunG,หลักสี่ กรุงเทพมหานคร,rodkaidee,"/product-368594631
",2023-10-28
566,ขาย|มือสอง,"769,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2019,"100,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,เจ เคคาร์,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368567171
",2023-10-28
567,ขาย|มือสอง,"329,000",Mazda,2.0 S,2.0 S,Sedan,Sedan,2013,"150,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,เจ เคคาร์,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368567279
",2023-10-28
568,ขาย|มือหนึ่ง,"339,000",Mazda,1.3,1.3,Sedan,Sedan,2017,"60,252",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,Natchanok,ดอนเมือง กรุงเทพมหานคร,rodkaidee,"/product-368593061
",2023-10-28
569,ขาย|มือสอง,"399,000",Mazda,2.0 S,2.0 S,SUV,Utility-car,2016,"128,000",เบนซิน,เกียร์อัตโนมัติ,เทา,ไม่ติดแก๊ส,CARMAXX,หัวหิน ประจวบคีรีขันธ์,rodkaidee,"/product-368559507
",2023-10-28
570,ขาย|มือสอง,"475,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2018,"82,320",ดีเซล,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,I CAR เชียงใหม่,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368593418
",2023-10-28
571,ขาย|มือสอง,"145,000",Mazda,1.5 Elegance Maxx,1.5 Elegance Maxx,Sedan,Sedan,2010,"160,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,LPG,M2854314,สะพานสูง กรุงเทพมหานคร,rodkaidee,"/product-368593403
",2023-10-28
572,ขาย|มือสอง,"418,168",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2020,55,เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,วิน 168 คาร์เซ็นเตอร์,เมืองเชียงใหม่ เชียงใหม่,rodkaidee,"/product-368593196
",2023-10-28
573,ขาย|มือสอง,"189,000",Mazda,1.6 V,1.6 V,Sedan,Sedan,2011,55,เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,BNC Auto Car,ประเวศ กรุงเทพมหานคร,rodkaidee,"/product-365704374
",2023-10-28
574,ขาย|มือสอง,"375,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2020,"84,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,น้ำฝน ศูนย์รวมรถบ้านรามอินทราซอย5 รถสวยเกรดA,บางเขน กรุงเทพมหานคร,rodkaidee,"/product-368586525
",2023-10-28
575,ขาย|มือสอง,"688,000",Mazda,2.2 XDL 4WD,2.2 XDL 4WD,SUV,Utility-car,2018,"228,773",ดีเซล,เกียร์อัตโนมัติ,น้ำเงิน,ไม่ติดแก๊ส,วรินทร ออโต้,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368387016
",2023-10-28
576,ขาย|มือสอง,"275,000",Mazda,2.2 Hi-Racer,2.2 Hi-Racer,Double-cab,Pickup,2013,"206,377",ดีเซล,เกียร์อัตโนมัติ,ฟ้า,ไม่ติดแก๊ส,k.แสงเพียร,เมืองสระบุรี สระบุรี,rodkaidee,"/product-368590918
",2023-10-28
577,ขาย|มือสอง,"650,000",Mazda,2.0 C,2.0 C,Hatchback,Sedan,2020,"32,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,ggreazz,เมืองนนทบุรี นนทบุรี,rodkaidee,"/product-368589817
",2023-10-28
578,ขาย|มือสอง,"229,000",Mazda,1.5 Sports Maxx Sports,1.5 Sports Maxx Sports,Hatchback,Sedan,2014,"90,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,No.1Car,บางเขน กรุงเทพมหานคร,rodkaidee,"/product-368589732
",2023-10-28
579,ขาย|มือสอง,"188,000",Mazda,1.5 Sports Groove,1.5 Sports Groove,Hatchback,Sedan,2013,"57,000",เบนซิน,เกียร์อัตโนมัติ,บรอนซ์เงิน,ไม่ติดแก๊ส,Chet,ตลิ่งชัน กรุงเทพมหานคร,rodkaidee,"/product-368381113
",2023-10-28
580,ขาย|มือสอง,"399,000",Mazda,1.3 High Connect,1.3 High Connect,Sedan,Sedan,2019,"65,000",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,จริงใจออโต้,สายไหม กรุงเทพมหานคร,rodkaidee,"/product-368588763
",2023-10-28
581,ขาย|มือสอง,"709,000",Mazda,2.0 SP,2.0 SP,SUV,Utility-car,2023,"12,159",เบนซิน,เกียร์อัตโนมัติ,ขาว,ไม่ติดแก๊ส,hyperpeth,บางนา กรุงเทพมหานคร,rodkaidee,"/product-368588468
",2023-10-28
582,ขาย|มือสอง,"489,000",Mazda,2.0 S,2.0 S,SUV,Utility-car,2018,"40,000",เบนซิน,เกียร์อัตโนมัติ,แดง,ไม่ติดแก๊ส,kitsada goodcar,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368587887
",2023-10-28
583,ขาย|มือสอง,"298,000",Mazda,2.2 Hi-Racer Proseries,2.2 Hi-Racer Proseries,Smart-cab,Pickup,2016,"120,000",ดีเซล,เกียร์ธรรมดา,ขาว,ไม่ติดแก๊ส,Yata Inphrom,บางแค กรุงเทพมหานคร,rodkaidee,"/product-368318961
",2023-10-28
584,ขาย|มือสอง,"119,000",Mazda,2.0 E Sports,2.0 E Sports,Sedan,Sedan,2006,"160,000",เบนซิน,เกียร์อัตโนมัติ,ดำ,ไม่ติดแก๊ส,เมธี,คันนายาว กรุงเทพมหานคร,rodkaidee,"/product-368587601
",2023-10-28
